album_name,track_title,track_n,lyric,line
Red (Taylor’s Version),22 (Taylor’s Version),6,Everything will be alright if,16
Red (Taylor’s Version),22 (Taylor’s Version),6,You keep me next to you,17
Red (Taylor’s Version),22 (Taylor’s Version),6,You don't know about me,18
Red (Taylor’s Version),22 (Taylor’s Version),6,But I'll bet you want to,19
Red (Taylor’s Version),22 (Taylor’s Version),6,Everything will bе alright if,20
Red (Taylor’s Version),22 (Taylor’s Version),6,We just keep dancin' like we'rе,21
Red (Taylor’s Version),22 (Taylor’s Version),6,Twenty-two,22
Red (Taylor’s Version),22 (Taylor’s Version),6,Twenty-two,23
Red (Taylor’s Version),22 (Taylor’s Version),6,It seems like one of those nights,24
Red (Taylor’s Version),22 (Taylor’s Version),6,This place is too crowded,25
Red (Taylor’s Version),22 (Taylor’s Version),6,Too many cool kids,26
Red (Taylor’s Version),22 (Taylor’s Version),6,"Uh-uh, uh-uh (Who's Taylor Swift anyway? Ew)",27
Red (Taylor’s Version),22 (Taylor’s Version),6,It seems like one of those nights,28
Red (Taylor’s Version),22 (Taylor’s Version),6,We ditch the whole scene,29
Red (Taylor’s Version),22 (Taylor’s Version),6,And end up dreamin',30
Red (Taylor’s Version),22 (Taylor’s Version),6,Instead of sleepin',31
Red (Taylor’s Version),22 (Taylor’s Version),6,Yeah,32
Red (Taylor’s Version),22 (Taylor’s Version),6,"We're happy, free, confused, and lonely in the best way",33
Red (Taylor’s Version),22 (Taylor’s Version),6,"It's miserable and magical, oh, yeah",34
Red (Taylor’s Version),22 (Taylor’s Version),6,Tonight's the night when we forget about the heartbreaks,35
Red (Taylor’s Version),22 (Taylor’s Version),6,"It's time, oh-oh",36
Red (Taylor’s Version),22 (Taylor’s Version),6,(Hey),37
Red (Taylor’s Version),22 (Taylor’s Version),6,I don't know about you,38
Red (Taylor’s Version),22 (Taylor’s Version),6,But I'm feelin' twenty-two,39
Red (Taylor’s Version),22 (Taylor’s Version),6,Everything will be alright if (Ooh),40
Red (Taylor’s Version),22 (Taylor’s Version),6,You keep me next to you,41
Red (Taylor’s Version),22 (Taylor’s Version),6,You don't know about me,42
Red (Taylor’s Version),22 (Taylor’s Version),6,But I'll bet you want to,43
Red (Taylor’s Version),22 (Taylor’s Version),6,Everything will be alright if (Alright),44
Red (Taylor’s Version),22 (Taylor’s Version),6,We just keep dancin' like we're,45
Red (Taylor’s Version),22 (Taylor’s Version),6,"Twenty-two (Oh, oh, oh, oh, oh)",46
Red (Taylor’s Version),22 (Taylor’s Version),6,Twenty-two (I don't know about you),47
Red (Taylor’s Version),22 (Taylor’s Version),6,Twenty-two,48
Red (Taylor’s Version),22 (Taylor’s Version),6,Twenty-two (Ooh),49
Red (Taylor’s Version),22 (Taylor’s Version),6,It feels like one of those nights,50
Red (Taylor’s Version),22 (Taylor’s Version),6,We ditch the whole scene,51
Red (Taylor’s Version),22 (Taylor’s Version),6,It feels like one of those nights,52
Red (Taylor’s Version),22 (Taylor’s Version),6,We won't be sleepin',53
Red (Taylor’s Version),22 (Taylor’s Version),6,It feels like one of those nights,54
Red (Taylor’s Version),22 (Taylor’s Version),6,You look like bad news,55
Red (Taylor’s Version),22 (Taylor’s Version),6,I gotta have you,56
Red (Taylor’s Version),22 (Taylor’s Version),6,I gotta have you,57
Red (Taylor’s Version),22 (Taylor’s Version),6,"Ooh, oh",58
Red (Taylor’s Version),22 (Taylor’s Version),6,"Yeah, hey, yeah",59
Red (Taylor’s Version),22 (Taylor’s Version),6,(Hey),60
Red (Taylor’s Version),22 (Taylor’s Version),6,I don't know about you (I don't know about you),61
Red (Taylor’s Version),22 (Taylor’s Version),6,But I'm feelin' twenty-two,62
Red (Taylor’s Version),22 (Taylor’s Version),6,"Everything will be alright if (Ooh, oh-oh)",63
Red (Taylor’s Version),22 (Taylor’s Version),6,You keep me next to you,64
Red (Taylor’s Version),22 (Taylor’s Version),6,You don't know about me (You don't know about me),65
